lien_he,tu_van,bao_gia,demo,qtam,qd,tg,age,web_time,frac_react,frac_cmt,avg_res,target,size_Large,size_Medium,size_Micro,size_Small,role_CEO,role_Director,role_Engineer,role_Founder,role_Manager,role_Marketing,role_Procurement,role_Sales,channel_Web,channel_ZALO
0,0,0,0,0,0,0,44,37.6,0.031,0.009,29611,1,False,True,False,False,False,False,False,False,False,False,False,True,True,False
1,1,1,0,1,1,1,54,2855.2,0.845,0.067,939,3,False,True,False,False,False,False,False,False,True,False,False,False,True,False
1,1,1,0,1,1,0,55,442.1,0.21,0.058,6671,2,False,False,True,False,False,False,False,False,False,True,False,False,False,True
1,1,0,0,1,0,1,51,145.5,0.036,0.064,4851,2,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1,1,1,1,1,1,1,43,2448.8,0.445,0.049,1213,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,0,0,1,0,0,33,570.0,0.116,0.062,2731,2,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,1,0,1,1,0,0,28,683.5,0.681,0.371,191,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1,1,0,1,0,1,39,775.6,0.19,0.066,3697,2,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1,1,1,0,1,1,1,65,3381.6,0.242,0.082,566,3,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1,1,0,1,1,1,1,53,1841.2,0.515,0.262,460,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1,0,1,0,0,0,0,27,497.5,0.165,0.046,1897,2,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0,0,0,0,1,1,0,48,375.5,0.078,0.06,1636,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,1,0,0,0,0,0,51,33.8,0.01,0.008,77284,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,0,1,1,1,1,41,3248.6,0.468,0.306,1700,3,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0,0,0,0,0,0,24,115.2,0.013,0.004,161904,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,1,1,1,1,0,39,1673.2,0.204,0.273,791,3,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,0,0,0,0,40,37.6,0.011,0.002,150651,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,0,0,0,1,0,0,46,27.8,0.002,0.005,15866,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True
1,1,1,0,1,0,1,52,1455.1,0.633,0.347,39,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1,1,1,1,1,1,1,61,648.8,0.502,0.337,880,3,False,True,False,False,False,True,False,False,False,False,False,False,True,False
0,1,0,0,1,1,0,54,851.4,0.053,0.022,685,2,True,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,0,0,1,0,0,43,104.8,0.013,0.008,32646,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,0,0,0,30,19.5,0.043,0.008,111942,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1,1,0,0,1,0,1,55,717.6,0.187,0.031,2585,2,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1,0,0,1,0,0,0,49,385.6,0.209,0.062,4810,2,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1,1,1,1,1,1,1,60,3350.1,0.439,0.197,1300,3,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1,0,0,0,1,1,1,34,206.0,0.034,0.04,2785,2,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,0,0,0,1,0,47,62.8,0.025,0.001,75057,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0,0,1,0,0,0,0,56,651.3,0.172,0.077,2398,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,0,0,0,45,30.3,0.041,0.007,133406,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,0,0,0,26,40.1,0.045,0.002,86204,1,False,False,False,True,False,False,False,False,False,False,False,True,True,False
0,0,0,1,1,0,0,41,713.0,0.032,0.031,4481,2,False,False,True,False,False,False,False,False,False,False,True,False,True,False
1,0,0,0,1,1,1,58,724.7,0.052,0.065,3349,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1,0,0,1,0,0,46,208.0,0.181,0.06,769,2,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,0,0,0,1,0,0,47,15.3,0.046,0.004,31893,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False
1,1,1,1,1,1,1,61,1646.5,0.398,0.248,595,3,False,True,False,False,False,True,False,False,False,False,False,False,True,False
0,0,0,0,0,0,0,49,17.7,0.0,0.009,42169,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,1,0,0,1,0,1,25,340.8,0.16,0.009,3105,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,0,0,0,0,52,87.0,0.007,0.007,116859,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,0,1,1,0,31,362.4,0.154,0.056,3241,2,False,True,False,False,False,False,False,False,False,True,False,False,True,False
1,1,0,1,1,1,1,40,1492.0,0.845,0.201,405,3,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,0,0,1,1,1,54,448.0,0.12,0.007,5178,2,False,True,False,False,False,False,False,False,False,False,False,True,False,True
0,0,0,0,0,1,0,52,67.5,0.028,0.003,106533,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False
0,0,0,0,1,0,0,25,17.3,0.03,0.008,151827,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,0,0,0,1,0,0,34,294.4,0.179,0.069,3064,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,1,0,1,0,0,32,279.3,0.134,0.067,4235,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,0,0,1,1,0,53,234.1,0.035,0.016,6699,2,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,1,0,0,1,1,1,56,420.9,0.206,0.04,4080,2,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0,0,0,0,0,0,48,58.8,0.036,0.003,45101,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1,1,0,0,1,0,1,47,677.8,0.203,0.026,6847,2,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,1,0,1,1,0,57,664.3,0.16,0.049,5388,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,0,1,0,0,0,1,55,740.6,0.053,0.071,6565,2,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1,1,1,1,1,0,1,35,2890.1,0.605,0.341,386,3,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,0,0,0,1,0,0,36,37.9,0.01,0.002,142150,1,True,False,False,False,False,False,False,False,False,False,False,True,True,False
1,1,0,1,1,1,1,41,1678.7,0.456,0.232,177,3,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0,1,0,0,1,0,0,33,45.5,0.031,0.006,39742,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False
1,1,1,1,1,1,1,36,953.8,0.323,0.253,707,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,0,0,0,1,0,0,30,71.2,0.043,0.009,134684,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,1,0,1,36,53.5,0.01,0.009,19169,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,1,0,0,35,109.0,0.035,0.008,12869,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,1,1,0,50,9.8,0.002,0.005,95417,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,1,1,0,0,1,1,59,653.2,0.034,0.041,3771,2,False,False,False,False,False,False,False,False,False,False,False,True,True,False
1,1,1,1,1,1,0,56,1655.4,0.407,0.37,517,3,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0,0,0,0,1,1,0,22,13.8,0.006,0.002,15060,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0,0,0,0,1,0,0,27,112.9,0.01,0.007,97174,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,1,1,1,1,1,1,63,3278.9,0.389,0.23,243,3,True,False,False,False,False,False,False,True,False,False,False,False,True,False
1,0,0,0,0,0,0,28,90.3,0.011,0.004,40814,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,0,0,1,1,0,22,49.2,0.041,0.001,76762,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1,1,1,0,1,1,1,42,2579.8,0.549,0.274,94,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1,0,0,1,1,1,1,38,766.8,0.125,0.037,6573,2,False,False,True,False,False,False,False,False,False,True,False,False,True,False
1,1,1,1,1,1,1,46,2317.8,0.576,0.222,362,3,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,1,1,1,1,0,1,45,3596.4,0.729,0.139,1199,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,0,0,0,1,1,0,45,480.9,0.127,0.04,3538,2,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1,0,0,1,1,1,0,29,717.5,0.091,0.07,1642,2,True,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,0,0,0,0,0,31,41.5,0.028,0.002,71509,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False
1,1,0,1,1,1,1,30,927.5,0.53,0.072,188,3,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0,0,0,1,0,0,38,74.8,0.018,0.01,101829,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,1,0,0,1,1,0,38,729.1,0.142,0.049,3418,2,False,True,False,False,False,True,False,False,False,False,False,False,True,False
1,1,1,1,1,1,1,33,2110.5,0.581,0.233,886,3,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,1,0,0,1,1,0,37,376.4,0.206,0.078,2491,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,0,0,0,1,0,0,57,497.6,0.081,0.064,2482,2,False,False,True,False,False,False,False,False,False,True,False,False,True,False
1,0,0,0,1,1,0,41,212.0,0.12,0.043,1815,2,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,1,1,1,0,0,0,60,798.2,0.213,0.007,1967,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1,1,0,1,1,1,1,50,2270.8,0.684,0.074,1719,3,False,True,False,False,False,False,False,False,True,False,False,False,True,False
1,1,1,1,1,1,0,50,1949.3,0.776,0.137,1007,3,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1,1,0,0,1,0,0,48,462.1,0.142,0.049,6932,2,True,False,False,False,False,False,False,False,False,False,False,True,False,True
0,0,0,0,0,1,0,47,41.6,0.009,0.001,58828,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0,1,0,0,0,0,0,39,891.3,0.196,0.074,6059,2,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0,0,0,0,0,0,0,22,61.2,0.041,0.004,77482,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,1,1,1,1,1,46,3266.6,0.52,0.062,310,3,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1,1,1,0,1,1,0,42,1070.2,0.402,0.198,1536,3,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,1,0,1,1,1,1,45,773.4,0.168,0.076,5738,2,False,False,False,True,False,True,False,False,False,False,False,False,True,False
0,0,0,0,1,0,0,29,62.1,0.007,0.006,26855,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False
1,1,1,1,1,0,0,63,1134.3,0.464,0.127,808,3,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,0,1,1,1,1,56,398.6,0.136,0.012,1520,2,True,False,False,False,False,False,False,False,False,False,False,True,True,False
1,1,1,1,1,1,1,43,1128.6,0.867,0.274,741,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,1,0,0,1,0,0,43,814.1,0.202,0.01,6922,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,0,1,0,0,23,30.2,0.032,0.0,120945,1,False,True,False,False,False,False,False,False,False,False,False,True,True,False
1,0,0,0,1,1,0,59,190.4,0.185,0.073,6881,2,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1,1,0,0,1,0,1,38,1288.0,0.751,0.367,708,3,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,0,0,1,1,1,56,355.1,0.081,0.063,2625,2,False,False,True,False,False,False,False,False,False,False,True,False,False,True
0,0,0,0,0,0,0,37,63.0,0.035,0.007,8883,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,0,0,0,32,53.9,0.037,0.003,123899,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0,0,0,0,0,0,46,37.7,0.035,0.005,103846,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0,0,0,0,0,0,34,93.7,0.022,0.005,32160,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1,1,0,0,1,0,40,600.9,0.134,0.059,5241,2,False,False,True,False,False,False,False,False,False,False,True,False,False,True
1,1,0,1,1,1,1,37,2295.9,0.455,0.032,1443,3,False,True,False,False,False,True,False,False,False,False,False,False,True,False
0,0,0,0,0,1,0,49,54.0,0.004,0.001,7171,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,1,0,47,97.4,0.024,0.007,147015,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,1,0,1,0,0,48,346.4,0.181,0.065,6452,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1,0,0,1,1,1,35,367.8,0.069,0.04,645,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,0,0,0,49,45.3,0.028,0.002,168441,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,0,1,0,0,43,69.5,0.032,0.002,158956,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0,0,0,0,0,0,0,44,105.2,0.033,0.005,47666,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0,1,0,0,50,108.0,0.003,0.005,118861,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1,0,0,0,1,1,1,47,533.9,0.224,0.068,1960,2,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1,1,1,1,1,1,1,59,960.7,0.825,0.271,394,3,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0,0,0,0,0,0,55,25.6,0.037,0.0,119488,1,False,False,False,True,False,False,False,False,False,False,False,True,False,True
0,1,0,1,1,1,0,42,493.4,0.04,0.057,2672,2,False,False,True,False,False,False,False,False,False,True,False,False,True,False
0,0,0,0,0,0,0,49,91.2,0.032,0.005,30833,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,0,0,0,0,0,28,11.4,0.032,0.001,29152,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,1,1,1,1,1,1,49,1107.6,0.89,0.297,780,3,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1,1,1,0,0,1,1,42,154.7,0.164,0.057,3952,2,False,False,True,False,False,False,False,False,False,False,True,False,False,True
0,0,0,0,0,0,0,41,112.0,0.004,0.009,51441,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,1,0,1,0,0,30,621.0,0.228,0.019,6791,2,False,False,False,True,False,False,False,False,False,True,False,False,True,False
1,0,0,0,1,0,1,42,322.3,0.127,0.012,3509,2,False,False,False,True,False,False,False,False,False,False,True,False,False,True
1,1,0,0,1,0,1,49,284.3,0.184,0.031,6187,2,False,False,False,True,False,True,False,False,False,False,False,False,True,False
1,1,1,1,1,1,1,45,1374.6,0.501,0.042,266,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1,1,0,0,1,1,1,45,243.8,0.135,0.03,1420,2,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0,0,0,0,0,0,0,49,50.9,0.042,0.003,101436,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False
1,1,0,1,1,1,1,31,864.1,0.118,0.007,4795,2,True,False,False,False,False,False,False,False,False,False,False,True,False,True
0,0,0,0,0,0,1,28,116.6,0.015,0.008,94328,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0,0,0,1,1,0,0,38,310.9,0.181,0.068,3665,2,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,0,0,0,0,0,50,32.9,0.046,0.004,87055,1,True,False,False,False,False,False,False,False,False,False,False,True,True,False
1,1,0,1,1,1,1,55,815.0,0.516,0.304,1231,3,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,0,0,0,0,0,20,79.2,0.007,0.002,58973,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,0,0,0,50,25.6,0.02,0.005,31500,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0,1,0,1,1,0,0,57,499.2,0.241,0.035,6918,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,0,1,1,52,43.5,0.027,0.004,50481,1,False,True,False,False,False,False,False,False,False,False,False,True,True,False
1,1,1,1,1,1,1,49,1192.8,0.76,0.299,961,3,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,1,0,0,1,0,52,543.3,0.069,0.032,743,2,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,0,1,0,0,59,232.8,0.139,0.072,3429,2,False,False,True,False,False,False,False,False,False,False,True,False,True,False
1,1,1,0,1,1,1,61,829.6,0.43,0.084,1512,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,1,0,1,1,0,26,629.3,0.224,0.068,4150,2,False,False,False,True,False,False,False,False,False,True,False,False,True,False
1,1,1,1,1,1,1,62,2320.0,0.311,0.376,592,3,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1,0,0,0,1,1,0,51,632.6,0.09,0.04,7073,2,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1,1,1,0,1,0,1,32,2736.1,0.77,0.248,1330,3,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1,1,0,0,1,1,0,56,252.6,0.116,0.035,6012,2,False,False,False,True,False,True,False,False,False,False,False,False,True,False
1,1,1,1,1,1,1,41,1512.1,0.713,0.197,987,3,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,0,0,0,0,1,21,48.2,0.027,0.004,35973,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0,1,0,0,0,0,0,45,91.4,0.021,0.006,87329,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True
1,1,1,1,1,1,1,48,1776.5,0.794,0.213,980,3,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,0,0,0,1,0,0,41,109.3,0.019,0.007,113246,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False
1,1,0,0,1,1,1,26,249.8,0.168,0.056,3633,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,0,0,0,0,30,105.6,0.009,0.009,55972,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0,0,0,0,48,62.5,0.006,0.006,90437,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1,1,1,0,1,1,0,30,3586.6,0.797,0.056,884,3,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,1,1,1,1,1,1,62,2042.4,0.695,0.138,845,3,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,1,1,0,1,1,1,56,1038.0,0.347,0.335,1573,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False
1,1,1,1,1,1,0,43,891.4,0.632,0.057,1482,3,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0,0,0,1,1,1,27,345.0,0.079,0.033,3571,2,False,False,False,True,False,False,False,False,False,False,True,False,True,False
1,1,0,0,1,1,0,33,790.1,0.087,0.022,2333,2,False,False,False,True,False,True,False,False,False,False,False,False,False,True
0,0,0,0,1,1,0,35,785.0,0.099,0.033,4575,2,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1,1,0,0,1,0,0,38,594.7,0.19,0.014,2213,2,False,False,False,True,False,False,False,False,False,False,True,False,False,True
1,1,1,0,1,1,1,39,145.6,0.168,0.076,4756,2,False,False,False,True,False,False,False,False,False,True,False,False,True,False
0,0,0,0,1,1,1,23,34.4,0.037,0.007,67848,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,0,1,0,0,32,39.8,0.01,0.002,155976,1,False,False,True,False,False,False,False,False,False,True,False,False,True,False
0,1,0,0,0,0,0,55,579.7,0.162,0.027,678,2,False,False,False,True,False,False,False,False,True,False,False,False,True,False
1,0,1,0,0,1,1,54,589.1,0.138,0.018,4755,2,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0,1,0,0,1,1,1,53,125.1,0.227,0.043,4661,2,False,False,True,False,False,False,False,False,False,False,True,False,False,True
0,0,0,0,0,1,0,54,92.7,0.011,0.005,87490,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,1,1,1,1,1,1,37,2899.2,0.739,0.345,1279,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1,1,0,0,1,1,0,41,233.1,0.103,0.032,6704,2,True,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,0,0,1,0,1,23,97.6,0.049,0.008,8706,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,1,1,1,1,1,1,29,1577.1,0.57,0.104,470,3,True,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,0,0,1,1,1,27,338.5,0.163,0.033,1430,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,0,0,0,24,105.5,0.029,0.006,150882,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,1,0,0,38,105.1,0.035,0.007,98294,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1,1,1,1,1,0,1,57,2633.0,0.678,0.124,1561,3,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,0,1,1,1,1,31,1720.4,0.574,0.398,1062,3,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1,1,1,1,1,1,1,32,876.4,0.569,0.072,354,3,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1,1,1,0,1,1,1,40,1997.1,0.817,0.398,341,3,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,1,0,0,1,1,0,26,125.0,0.212,0.006,2445,2,True,False,False,False,False,True,False,False,False,False,False,False,False,True
0,0,0,0,0,0,0,32,104.7,0.008,0.008,57639,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0,1,0,0,42,111.8,0.033,0.002,46405,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0,1,0,0,0,1,0,49,786.3,0.076,0.009,4192,2,False,False,True,False,False,False,False,False,False,False,False,True,True,False
0,0,1,0,0,1,1,32,853.7,0.193,0.032,3195,2,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,0,0,0,1,1,0,49,396.7,0.238,0.068,4156,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,1,0,1,1,1,52,2788.9,0.823,0.047,1765,3,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0,0,0,0,0,0,0,23,81.0,0.019,0.004,44883,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,1,0,0,1,0,1,35,358.7,0.168,0.073,2772,2,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,1,0,0,59,529.7,0.065,0.006,2424,2,True,False,False,False,False,True,False,False,False,False,False,False,True,False
1,0,0,0,0,1,0,54,98.1,0.0,0.005,70934,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,0,0,0,0,0,32,19.9,0.047,0.002,25145,1,False,False,False,True,False,False,False,False,False,True,False,False,True,False
1,0,0,0,1,1,0,54,570.2,0.224,0.062,1678,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0,0,0,1,1,0,44,6.6,0.032,0.008,65945,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0,0,0,0,0,0,0,45,76.5,0.027,0.001,76818,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,1,0,1,1,1,54,325.0,0.202,0.037,808,2,False,False,True,False,False,False,False,False,False,True,False,False,True,False
1,1,0,0,1,1,0,63,3219.9,0.38,0.191,199,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,1,0,1,1,1,60,1265.6,0.163,0.301,754,3,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1,1,0,0,1,1,1,58,198.1,0.066,0.053,5664,2,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,0,0,0,0,1,0,32,39.1,0.045,0.01,128523,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,1,0,0,1,0,1,29,232.2,0.211,0.062,2586,2,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,1,0,0,1,0,1,33,696.9,0.238,0.016,4232,2,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,0,0,0,0,0,50,99.6,0.027,0.006,43885,1,False,False,False,True,False,False,False,False,False,False,False,True,False,True
1,0,0,0,0,0,1,44,58.7,0.029,0.009,131343,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,0,1,1,1,51,3489.7,0.466,0.266,1606,3,False,True,False,False,False,False,False,False,True,False,False,False,True,False
0,0,0,0,0,0,0,36,16.6,0.04,0.002,133355,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,1,1,0,44,74.2,0.03,0.008,29441,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1,0,0,1,0,0,27,567.2,0.145,0.076,7196,2,False,True,False,False,False,False,False,False,False,False,False,True,False,True
1,1,0,0,0,1,0,51,399.7,0.18,0.031,2637,2,False,False,True,False,False,False,False,False,False,False,False,True,False,True
0,0,0,0,0,0,0,30,51.2,0.017,0.008,134629,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1,1,1,1,1,1,1,42,3342.5,0.218,0.18,1303,3,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,0,1,1,1,35,207.0,0.158,0.073,6336,2,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,1,0,0,0,0,1,50,385.3,0.108,0.015,3755,2,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1,0,0,0,1,0,0,25,100.0,0.012,0.002,75371,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0,0,0,0,1,0,33,33.0,0.001,0.006,118668,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,1,0,0,1,1,1,49,456.4,0.11,0.074,2522,2,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,1,0,0,0,1,1,35,117.8,0.039,0.005,128311,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,1,0,0,1,1,1,39,772.6,0.131,0.038,5441,2,True,False,False,False,False,False,False,False,False,True,False,False,True,False
1,0,0,0,0,0,1,34,864.7,0.091,0.024,6561,2,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0,0,0,0,1,0,0,48,31.7,0.04,0.005,110329,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0,0,0,0,0,0,0,42,75.6,0.026,0.007,54618,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0,0,51,15.8,0.02,0.007,105167,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1,1,1,1,1,1,1,47,1891.1,0.339,0.064,563,3,True,False,False,False,False,False,False,True,False,False,False,False,True,False
0,1,0,0,1,1,0,28,411.1,0.067,0.077,4934,2,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,0,0,1,0,0,24,76.4,0.009,0.002,94104,1,False,False,False,True,False,False,False,False,False,True,False,False,True,False
